student_id,Credits,courses_can_register,Block_name,block_courses
211000018,56,"['CSCI212', 'CSCI305', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-SO-7,"['CSCI212', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000', 'MATH203i']"
211001864,47,"['CSCI212', 'CSCI322', 'CSCI363', 'CSCI461', 'MATH211', 'MATH301i']",AI-JR-7,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI322', 'CSCI363', 'ENGL000', 'MATH203i', 'MATH301i']"
221001050,57,"['CSCI217', 'CSCI311/ECEN432', 'CSCI322', 'MATH203i']",AI-SO-5,"['CSCI208', 'CSCI212', 'CSCI217', 'CSCI311/ECEN432', 'CSCI322', 'ENGL000', 'HUMA101', 'MATH203i']"
211000308,57,"['CSCI305', 'CSCI311/ECEN432', 'CSCI322', 'CSCI363', 'ENGL003', 'MATH203i']",AI-JR-7,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI322', 'CSCI363', 'ENGL000', 'MATH203i', 'MATH301i']"
221000166,54,"['CSCI305', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ECEN101C', 'ENGL202']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
211001634,59,"['CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'ENGL202', 'HUMA101', 'MATH201']",AI-JR-9,"['AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000', 'HUMA101']"
211001524,48,"['CSCI461', 'CSCI465/ECEN433', 'ECEN101C', 'ENGL201', 'MATH112i', 'MATH201']",AI-SO-3,"['CSCI207/ECEN204', 'ECEN101C', 'ENGL000', 'HUMA101', 'MATH112i', 'MATH201', 'MATH211']"
202001958,127,"['ENGL202', 'MATH203i']",,
202000756,133,['ENGL202'],,
202000440,133,['MATH111i'],,
